ID,item_cnt_month
0,1.6601256
1,1.3137531
2,1.6203116
3,1.3594425
4,1.3991805
5,1.9092287
6,0.8934207
7,1.3981817
8,2.7678683
9,3.0202398
10,1.674709
11,2.350408
12,1.4691072
13,1.3462646
14,1.1745065
15,1.6614791
16,2.0061588
17,1.6906166
18,1.3793005
19,1.3285599
20,2.1183527
21,1.0352567
22,0.92020744
23,1.9858952
24,1.509929
25,2.1796124
26,1.2324053
27,1.4143286
28,1.2805253
29,2.5140488
30,1.7255399
31,1.8415711
32,1.2511129
33,1.6075193
34,1.8958459
35,2.859593
36,1.01595
37,1.4503899
38,0.72472626
39,1.1731051
40,0.7776781
41,1.129053
42,2.3563647
43,1.0795745
44,1.5350091
45,1.045765
46,1.0284854
47,1.2180758
48,1.1925787
49,1.3926896
50,1.4211501
51,1.6609045
52,0.9568664
53,1.8926567
54,0.9727808
55,1.0505741
56,2.1311526
57,1.2756653
58,1.2748045
59,1.2554069
60,1.4521161
61,1.3055747
62,1.886623
63,1.3080404
64,1.2178285
65,1.815751
66,1.3353201
67,1.4365937
68,1.3539345
69,1.4996083
70,1.3312844
71,1.2770619
72,3.0494854
73,1.2171348
74,0.8886214
75,1.095083
76,1.2404752
77,1.3335937
78,0.28597876
79,1.4268119
80,1.1219231
81,1.1560318
82,1.1781663
83,1.1408986
84,1.5151275
85,1.168755
86,1.4682844
87,1.2579836
88,1.8810252
89,1.6171634
90,0.99155563
91,1.3927462
92,3.3922992
93,2.8541095
94,1.8713549
95,2.5470545
96,1.7854661
97,1.5429119
98,1.2273178
99,2.4638898
100,1.3532796
101,1.637308
102,1.373865
103,1.2752514
104,2.1008022
105,1.2789301
106,1.1314951
107,1.8181695
108,0.9298862
109,2.3908997
110,1.4436928
111,1.582632
112,1.4488292
113,2.364548
114,1.6332245
115,1.5323458
116,0.84481543
117,1.201222
118,1.489549
119,2.2540624
120,1.0004619
121,1.661677
122,1.0123646
123,0.83906686
124,1.0653163
125,0.79501504
126,0.8508372
127,0.7485167
128,1.0551628
129,0.94852114
130,1.451033
131,1.3842086
132,0.5791384
133,0.8094138
134,2.4356594
135,1.5230527
136,1.045228
137,1.6293569
138,0.7383681
139,0.8075983
140,0.80519193
141,1.7140076
142,1.1345383
143,1.2082486
144,0.97373164
145,1.0442278
146,1.6626756
147,0.92945623
148,0.8533
149,0.93406063
150,0.5391
151,1.8668199
152,1.2716963
153,0.71042925
154,0.7957495
155,1.6069767
156,1.204733
157,0.99636936
158,0.5916632
159,1.0166906
160,1.3248557
161,1.5938993
162,0.8705058
163,1.4665837
164,0.9252085
165,0.6113088
166,0.8709098
167,0.62215275
168,0.68505716
169,0.42920944
170,1.5443802
171,0.42600366
172,0.7643504
173,1.1153464
174,0.11771795
175,1.0368855
176,1.9105638
177,2.1571088
178,2.1080556
179,3.1742249
180,1.0221411
181,0.98556215
182,1.9399664
183,1.1134838
184,0.74683243
185,1.3754749
186,1.0748473
187,0.96391916
188,2.9270751
189,0.22996597
190,0.47241002
191,0.761732
192,0.5324836
193,1.7233022
194,0.8233861
195,1.0592831
196,0.61774695
197,0.7455322
198,0.9569939
199,0.7840743
200,0.31776297
201,1.0189782
202,1.1441467
203,1.2345011
204,0.3213722
205,1.0186298
206,0.4793015
207,0.19602
208,0.6371482
209,0.20686382
210,1.466408
211,1.3640876
212,1.6777624
213,1.3486007
214,1.4103538
215,2.006808
216,1.1809628
217,1.3356584
218,3.1652818
219,2.0572257
220,1.2245246
221,2.1838877
222,0.96276236
223,1.3621304
224,1.426142
225,1.4015753
226,1.4100282
227,1.4837389
228,1.469146
229,1.3197179
230,2.2666414
231,1.2601173
232,1.2163469
233,2.10143
234,1.652752
235,2.178513
236,1.5833886
237,2.0165622
238,1.5104587
239,2.281111
240,2.2966924
241,1.4762008
242,1.3660032
243,1.7910306
244,2.0991955
245,2.4023113
246,1.0765935
247,1.7782768
248,1.2239854
249,1.2184414
250,1.1696867
251,1.2292852
252,2.162477
253,1.9066296
254,3.3542905
255,1.9034238
256,2.095868
257,2.518162
258,1.2246954
259,2.143863
260,3.7645051
261,4.1655273
262,3.8469565
263,4.4239035
264,2.1521065
265,2.2352393
266,2.5583768
267,2.2397046
268,2.2252572
269,2.4292104
270,2.2010682
271,2.017655
272,4.4964733
273,1.7939183
274,1.7222377
275,3.0297148
276,3.3698764
277,2.9731305
278,2.073214
279,2.2744956
280,1.8329593
281,3.1212597
282,2.8027415
283,2.6274328
284,2.2759051
285,2.9771209
286,3.102289
287,3.947667
288,1.4812045
289,2.2684581
290,1.523639
291,1.7102287
292,1.6814857
293,1.7210727
294,1.202534
295,1.1434506
296,1.6229043
297,1.0051416
298,0.84196013
299,1.3192724
300,1.1892947
301,1.4778799
302,1.5960814
303,1.8493252
304,1.2944516
305,2.230242
306,1.1070195
307,1.3045249
308,1.3894876
309,1.3019594
310,1.3010986
311,1.281701
312,1.3616886
313,1.4230949
314,1.6510661
315,1.173051
316,0.98899734
317,1.2320876
318,1.0741032
319,1.1832205
320,1.1005614
321,1.3146143
322,1.1462904
323,1.2950804
324,2.3593013
325,1.194565
326,0.6005571
327,0.8070185
328,0.9568923
329,1.0314817
330,0.051197
331,1.1734388
332,0.9111159
333,1.0894294
334,0.96735924
335,1.0742961
336,2.576358
337,1.2995678
338,1.7550025
339,1.161259
340,0.5623776
341,1.4380691
342,1.2684516
343,1.4685625
344,1.913085
345,2.15284
346,1.4488015
347,2.384592
348,1.1253537
349,1.2031469
350,3.3969958
351,1.5592165
352,1.5583557
353,1.5389581
354,1.7010833
355,2.0781984
356,2.2323625
357,1.3929503
358,1.3027384
359,2.2843318
360,1.42023
361,1.7394798
362,1.6568207
363,1.458343
364,1.621503
365,1.5672805
366,3.00822
367,1.1758696
368,1.1558248
369,1.3622864
370,1.5565606
371,2.4220612
372,0.6020644
373,1.7296981
374,1.6751623
375,1.458918
376,1.7314055
377,1.4437847
378,1.5035936
379,1.2477456
380,2.5491428
381,1.24454
382,1.582887
383,1.9338825
384,0.9362542
385,1.8554218
386,2.8711972
387,3.1249485
388,4.020559
389,4.3322453
390,2.2957954
391,1.9028733
392,2.7020664
393,1.9512634
394,1.5846123
395,2.5729003
396,1.912627
397,2.1613445
398,4.5967517
399,1.9454151
400,1.8413491
401,1.9523172
402,2.130514
403,3.3929772
404,2.493061
405,2.2105696
406,1.7690321
407,1.8880332
408,2.1475792
409,1.9722704
410,2.035728
411,2.736943
412,2.8621113
413,2.6090896
414,1.6548071
415,2.688305
416,1.9291055
417,1.8656939
418,2.0869522
419,1.8765379
420,3.7100925
421,3.6706023
422,4.055552
423,3.047194
424,3.2118213
425,4.1404786
426,2.9947836
427,3.5455937
428,3.7199273
429,4.451339
430,2.802341
431,6.6158905
432,2.880803
433,5.7321944
434,3.6830351
435,4.4205494
436,3.7771134
437,3.9337783
438,3.8575032
439,4.258693
440,3.995642
441,2.5903993
442,2.192687
443,4.6704793
444,3.473203
445,3.5730135
446,3.2003765
447,3.919084
448,3.7738647
449,3.825731
450,4.315616
451,2.9972928
452,2.2811246
453,2.7695208
454,3.1222703
455,3.0486302
456,2.1565087
457,3.4094772
458,3.4097283
459,2.2695599
460,2.7021682
461,2.5570967
462,3.2599146
463,2.6906662
464,4.284138
465,3.3143795
466,2.9525075
467,3.668877
468,2.2594256
469,3.066912
470,4.897508
471,4.1448617
472,3.3961604
473,6.4619966
474,3.3274043
475,3.8176959
476,3.8768308
477,3.4856706
478,3.1190212
479,3.747663
480,3.124117
481,3.3361077
482,4.7437325
483,2.3322682
484,2.2890646
485,2.326157
486,1.7374824
487,4.32768
488,2.7835653
489,2.888494
490,2.2777622
491,2.264865
492,2.8572216
493,2.3989906
494,1.45819
495,2.159405
496,2.2845733
497,2.381819
498,1.0743382
499,3.6230073
500,1.7610054
501,2.012675
502,1.4897034
503,2.0235193
504,0.705548
505,0.6464647
506,1.1789395
507,0.5081561
508,0.49087667
509,0.8753073
510,0.7453296
511,1.0379716
512,1.2991723
513,1.7185302
514,0.85415286
515,1.6163106
516,0.85288614
517,0.8823366
518,1.0583503
519,0.862051
520,0.8611899
521,0.84179246
522,0.9217801
523,0.98318636
524,1.363221
525,0.90920246
526,0.7533222
527,0.95253867
528,0.8708137
529,0.9813817
530,0.9911584
531,1.028334
532,0.86001027
533,0.80578774
534,2.1492436
535,0.9618739
536,0.4820549
537,0.6885164
538,0.8383899
539,0.7312085
540,0.0006399265
541,0.9716001
542,0.67278093
543,0.741084
544,0.72902393
545,0.7259507
546,1.161709
547,1.0593884
548,0.98028356
549,0.9959887
550,0.99180186
551,1.3052758
552,0.22048278
553,0.8388866
554,3.4562097
555,2.9485562
556,1.5563068
557,3.1744442
558,0.28727788
559,1.7379035
560,1.1477304
561,1.3041568
562,1.2105327
563,1.1274967
564,1.1485586
565,1.0563402
566,1.9670495
567,1.0782509
568,1.0526967
569,0.925418
570,0.53540015
571,2.9478216
572,1.5736855
573,1.0656867
574,1.1255457
575,1.2905993
576,1.3414199
577,0.90395254
578,0.93837625
579,1.1215962
580,1.5946999
581,1.5774629
582,1.0203655
583,1.6411933
584,1.0979859
585,0.9590188
586,1.0436872
587,0.9444044
588,1.9868618
589,1.8845412
590,1.6805638
591,2.0030563
592,2.1718087
593,1.9629171
594,0.63463616
595,1.6660467
596,5.2203646
597,4.0290523
598,2.170846
599,4.2535024
600,1.319448
601,2.565062
602,1.942518
603,1.9213827
604,2.037692
605,1.9199375
606,1.9757183
607,1.8360945
608,2.78283
609,2.2461584
610,2.230865
611,2.2355855
612,1.7152045
613,3.8605754
614,2.8020802
615,7.863803
616,8.555021
617,3.9256003
618,2.6515875
619,2.3509772
620,1.760109
621,2.1851358
622,2.4933012
623,2.5248394
624,1.7613028
625,2.5960333
626,2.0453632
627,1.7314637
628,1.9910643
629,1.7423074
630,2.5468326
631,1.1833816
632,2.1324453
633,1.4651811
634,2.8232143
635,2.2165163
636,0.0986047
637,1.0629696
638,4.899448
639,3.369944
640,1.5320141
641,3.5571191
642,1.0236849
643,1.4014115
644,1.5951186
645,2.3049867
646,2.2133107
647,2.497339
648,1.0440884
649,2.5775938
650,2.672796
651,1.8766845
652,1.7034887
653,1.7751578
654,1.1134777
655,3.7506146
656,2.1592104
657,2.4128103
658,2.2790077
659,1.8870465
660,1.9704195
661,1.7210861
662,1.4651005
663,1.8215064
664,2.1098328
665,2.4402943
666,0.9794525
667,3.021392
668,1.5519557
669,1.4110606
670,1.6049075
671,1.3670084
672,1.1523848
673,0.4916266
674,0.81978554
675,0.0678345
676,0.03588015
677,1.23339
678,0.4520033
679,1.4164999
680,0.7503706
681,1.2915705
682,0.54374945
683,1.2868084
684,0.62475306
685,0.84421265
686,0.80671
687,1.0180162
688,0.75652283
689,0.72181135
690,1.0002068
691,0.8212549
692,1.1675669
693,0.58474827
694,0.57188976
695,0.0
696,0.24258196
697,0.95299494
698,0.81633747
699,0.36294594
700,0.50810874
701,0.46251583
702,0.0
703,0.0
704,0.0
705,0.03501552
706,0.060835283
707,0.22059925
708,0.0
709,0.61427605
710,0.19245008
711,0.0
712,0.4157262
713,0.0
714,0.7158541
715,0.6567708
716,1.1892456
717,0.51846224
718,0.5011828
719,0.88561344
720,0.75563574
721,1.0482776
722,1.3094784
723,1.8265283
724,0.864459
725,1.8324255
726,0.86319226
727,0.89264274
728,1.0686564
729,0.87235713
730,0.871496
731,0.8520986
732,0.9320862
733,0.99349254
734,1.3735272
735,0.9195086
736,0.7636283
737,0.9628448
738,0.88111985
739,0.9916878
740,1.0014646
741,1.0386401
742,0.8703164
743,0.81609386
744,2.1595497
745,0.97218
746,0.492361
747,0.6988225
748,0.848696
749,0.7415146
750,0.010946035
751,0.9819061
752,0.68308705
753,0.7513901
754,0.73933005
755,0.73625684
756,2.0249753
757,1.9854847
758,2.3704348
759,1.5561223
760,1.9030393
761,2.7930381
762,1.3215716
763,1.601235
764,2.6787858
765,3.4101977
766,2.3706942
767,3.515634
768,1.3835478
769,2.1585393
770,1.8713002
771,2.47619
772,1.9653795
773,2.1220443
774,1.9131451
775,2.446959
776,2.847295
777,1.2898147
778,0.89686275
779,1.6447161
780,1.3281606
781,2.767939
782,1.8952588
783,1.9492977
784,1.8040775
785,1.8559442
786,2.2089741
787,1.0275058
788,1.132778
